crunchbase_Organization Name,crunchbase_IPO Status,crunchbase_Industries,crunchbase_Number of Employees,crunchbase_Headquarters Location,crunchbase_CB Rank (Company),crunchbase_Similar Companies,crunchbase_Acquisition Type,crunchbase_Price (in USD),crunchbase_Number of Investors,crunchbase_Number of Lead Investors,crunchbase_Top 5 Investors,crunchbase_Total Funding Amount (in USD),crunchbase_Last Equity Funding Type,crunchbase_Last Equity Funding Amount (in USD),crunchbase_Last Funding Amount (in USD),crunchbase_Funding Status,crunchbase_Number of Funding Rounds,crunchbase_Founders,crunchbase_Number of Founders,crunchbase_Exit Date,crunchbase_Founded Date,crunchbase_Operating Status,crunchbase_Estimated Revenue Range,crunchbase_Postal Code,anagrafica_Ragione sociale,anagrafica_Provincia,anagrafica_Indirizzo sede legale - Codice postale,anagrafica_Indirizzo sede legale - Regione,anagrafica_Sede operativa,anagrafica_Sede operativa - Provincia,anagrafica_Sede operativa - Codice postale,anagrafica_Sede operativa - Regione - Regione,"anagrafica_ATECO 2007
codice",anagrafica_Anno di costituzione,anagrafica_Fondazione,anagrafica_Stato giuridico,anagrafica_Forma giuridica
Supernova Data,Private,"Analytics, Predictive Analytics, Social Media Management",1-10,"Rome, Lazio, Italy","2,853,658",9.0,,,,,,,,,,,,,,,2019-01-01,Active,,195,SUPERNOVA DATA S.R.L.,Roma,193.0,Lazio,,,,,620100.0,18/09/2019,,Attiva,S.R.L.
Uncommon Digital,Private,"Business Development, Freelance, Professional Services",1-10,"Quartu Sant'elena, Sardegna, Italy","1,762,997",7.0,,,,,,,,,,,,"Davide Carboni, Francesco Piras",2.0,,2020-01-01,Active,Less than $1M,9045,UNCOMMON DIGITAL S.R.L.,Cagliari,9045.0,Sardegna,,,,,620100.0,24/07/2020,,Attiva,S.R.L.
Yooable,Private,"Social Media, Software, Video",1-10,"Milano, Lombardia, Italy","2,053,355",11.0,,,,,,,,,,,,Alberto Tavano,1.0,,2020-01-01,Active,,20129,YOOABLE S.R.L.,Milano,20129.0,Lombardia,,,,,639900.0,23/12/2020,,Attiva,S.R.L.
Startups Wallet,Private,"Crowdfunding, Financial Services, Lending",1-10,"Lecce, Puglia, Italy","2,803,598",11.0,,,,,,,,,,,,,,,2021-01-01,Active,,973100,STARTUPS WALLET S.R.L. IN LIQUIDAZIONE,Lecce,73100.0,Puglia,,,,,620909.0,07/01/2021,,In liquidazione,S.R.L.
Lokit Technology Srl,Private,"Advertising, Charging Infrastructure, Electric Vehicle, Hardware, Last Mile Transportation, Transportation",1-10,"Bari, Puglia, Italy","109,882",9.0,,,1.0,,Digital Magics,84080.0,Pre-Seed,84080.0,84080.0,Seed,1.0,Gianmarco Padovano,1.0,,2021-05-28,Active,,70124,IAM TECHNOLOGY S.R.L.,Lecce,73010.0,Puglia,,,,,620100.0,15/07/2021,,Attiva,S.R.L.
Ganiga Innovation,Private,"Analytics, Big Data, Business Intelligence, Food Processing, Generative AI, Internet of Things, Recycling, Renewable Energy, Robotics, Waste Management",11-50,"Bientina, Toscana, Italy","67,468",10.0,,,2.0,2.0,"NextSTEP, david bonsignori",399710.0,Pre-Seed,171517.0,171517.0,Seed,2.0,Nicolas Lorenzo Zeoli,1.0,,2021-09-24,Active,Less than $1M,56031,GANIGA INNOVATION S.R.L.,Pisa,56031.0,Toscana,,,,,721909.0,24/09/2021,,Attiva,S.R.L.
Circular Innovation,Private,"Business Development, Consulting, Sustainability",1-10,"Milan, Lombardia, Italy","1,392,640",11.0,,,,,,,,,,,,"Alexander Paciello, Gianna Paciello",2.0,,2020-01-01,Active,,20141,INNOVATION SRL,Napoli,80021.0,Campania,,,,,620100.0,07/07/2022,,Attiva,S.R.L.
Weabios,Private,"Fashion, Fitness, Technical Support",1-10,"Pisa, Toscana, Italy","1,347,779",,,,,,,,,,,,,Lucia Arcarisi,1.0,,2022-01-01,Active,,56123,WEABIOS S.R.L.,Pisa,56123.0,Toscana,,,,,265129.0,07/02/2022,,Attiva,S.R.L.
Thinking Woman,Private,"Cosmetics, E-Commerce, Retail",1-10,"Bareggio, Lombardia, Italy","2,414,448",31.0,,,,,,,,,,,,,,,2019-01-01,Active,,20008,THINKING WOMAN S.R.L.,Milano,20008.0,Lombardia,,,,,479110.0,23/09/2019,,Attiva,S.R.L.
Advanced Lucan Technologies,Private,"Industrial, Manufacturing, Solar",1-10,"Potenza, Basilicata, Italy","1,730,569",8.0,,,,,,,,,,,,,,,2019-01-01,Active,Less than $1M,85050,LIBRA ADVANCED TECHNOLOGIES S.R.L.,Roma,153.0,Lazio,,,,,702209.0,22/06/2020,,Attiva,S.R.L.
AB Tech Lab,Private,"Manufacturing, Retail, Textiles",1-10,"Argelato, Emilia-Romagna, Italy","2,307,927",9.0,,,,,,,,,,,,,,,2020-01-01,Active,,40050,AAB TECH S.R.L.,Bergamo,24121.0,Lombardia,,,,,620200.0,04/10/2021,,Attiva,S.R.L.
Progress Lab,Private,"Consulting, Digital Signage, Information Technology",1-10,"Vicenza, Veneto, Italy","2,271,948",16.0,,,,,,,,,,,,,,,2020-01-01,Active,,36100,PROGRESS LAB S.R.L.,Vicenza,36100.0,Veneto,,,,,620100.0,22/07/2020,,Attiva,S.R.L.
Startgram,Private,"Crowdfunding, Financial Services, Funding Platform",1-10,"Milan, Lombardia, Italy","374,818",12.0,,,,,,,,,,,,,,,2021-01-01,Active,,20122,STARTGRAM SRL,Foggia,71016.0,Puglia,,,,,631200.0,06/09/2021,,Attiva,S.R.L.
Robota,Private,"Information Technology, Medical Device, Robotics",1-10,"Borgosesia, Piemonte, Italy","690,434",2.0,,,,,,,,,,,,Giorgio Castagno,1.0,,2018-01-01,Active,,13011,ROBOTA S.R.L.,Vercelli,13011.0,Piemonte,PIAZZA GIUSEPPE MAZZINI 37,Vercelli,13011.0,PIEMONTE,325012.0,19/12/2018,,Attiva,S.R.L.
Jafood,Private,"Apps, Food Delivery, Restaurants",1-10,"Naples, Campania, Italy","1,818,531",10.0,,,,,,,,,,,,"Fabio Greco, Giuseppe Sparano, Nunzia Capobianco",3.0,,2018-01-01,Active,Less than $1M,80126,JAFOOD S.R.L.,Napoli,80078.0,Campania,VIA TOMMASO POLLICE 4,Napoli,80078.0,CAMPANIA,620100.0,26/06/2018,,Attiva,S.R.L.
Atena,Private,"Advice, Professional Services",11-50,"Castellammare Di Stabia, Campania, Italy","1,125,568",8.0,,,,,,,,,,,,"Domenico Ascolese, Michele Inserra",2.0,,2020-01-01,Active,$1M to $10M,,ATHENA S.R.L.,Caserta,81100.0,Campania,VIA ANTONIO VIVALDI 43,Caserta,81100.0,CAMPANIA,721909.0,24/03/2015,,Attiva,S.R.L.
Teamsight,Private,"Analytics, Big Data, Human Resources, Predictive Analytics, SaaS",1-10,"Milano, Lombardia, Italy","144,300",15.0,Acquisition,,,,,488860.0,Pre-Seed,488860.0,488860.0,M&A,1.0,"Alessandro Vaccarino, Michele Mandelli, Pietro Bonfanti, Stefano Ornati",4.0,2023-04-04,2020-06-16,Closed,,,TEAMSIGHT S.R.L.,Milano,20122.0,Lombardia,VIA DURINI 5,Milano,20122.0,LOMBARDIA,620100.0,20/06/2020,,Attiva,S.R.L.
PROTe-IN,Private,"Biotechnology, Food and Beverage",1-10,"Torino, Piemonte, Italy","346,436",5.0,,,1.0,1.0,MassChallenge Switzerland,,Seed,,,Seed,2.0,Guido Mercati,1.0,,2020-12-10,Active,,,PROTEGO S.R.L.,Perugia,6127.0,Umbria,,,,,620100.0,22/07/2021,,Attiva,S.R.L.
Atlas Innovative Technologies,Private,"Innovation Management, Market Research, Sustainability",1-10,"Bergamo, Lombardia, Italy","3,417,371",9.0,,,,,,,,,,,,,,,2021-12-29,Active,Less than $1M,24121,INNOVATIVE TRAINING TECHNOLOGIES S.R.L.,Milano,20121.0,Lombardia,,,,,329990.0,06/03/2019,,Attiva,S.R.L.
Volta Structural Energy,Private,"Battery, Energy, Energy Storage",1-10,"Milano, Lombardia, Italy","444,462",12.0,,,,,,,,,,,,"Chiara Mirani, Gabriele Consiglio, Tommaso Randolfi",3.0,,2020-01-01,Active,Less than $1M,20122,VOLTA STRUCTURAL ENERGY S.R.L.,Milano,20122.0,Lombardia,,,,,721909.0,03/12/2020,,Attiva,S.R.L.
E-VITA,Private,"Innovation Management, Product Design, Project Management",,"Bologna, Emilia-Romagna, Italy","1,272,981",10.0,,,,,,,,,,,,Martius Iori,1.0,,2021-11-12,Active,,,QUVITA S.R.L.,Catania,95127.0,Sicilia,,,,,620300.0,06/08/2020,,Attiva,S.R.L.
ConTra,Private,"Freight Service, Insurance, Logistics, Transportation",11-50,"Salerno, Campania, Italy","1,761,750",3.0,,,,,,,,,,,,,,,2021-01-01,Active,$1M to $10M,84121,CONTRA PADEL S.R.L.,Roma,196.0,Lazio,,,,,477110.0,24/03/2023,,Attiva,S.R.L.
DHIRIA,Private,"Cloud Computing, Information Services, Machine Learning, Software",,"Milan, Lombardia, Italy","1,904,222",8.0,,,,,,,,,,,,,,,2021-01-01,Active,,20124,DHIRIA S.R.L.,Milano,20124.0,Lombardia,,,,,620100.0,01/10/2021,,Attiva,S.R.L.
Fintech Farm,Private,"Financial Services, FinTech",1-10,"Naples, Campania, Italy","2,817,806",9.0,,,,,,,,,,,,,,,2020-01-01,Active,Less than $1M,,K-FINTECH S.R.L.,Milano,20144.0,Lombardia,,,,,620100.0,07/02/2023,,Attiva,S.R.L.
CIGUALA,Private,"Digital Marketing, Marketplace, Supply Chain Management",1-10,"Genoa, Liguria, Italy","2,520,850",7.0,,,,,,,,,,,,,,,2021-05-10,Active,Less than $1M,16129,CIGUALA SRL,Genova,16129.0,Liguria,VIALE BRIGATA BISAGNO 14/24,Genova,16129.0,LIGURIA,631200.0,04/05/2021,,Attiva,S.R.L.
Experta,Private,"Accounting, Finance, Financial Services, Small and Medium Businesses",11-50,"Bassano Del Grappa, Veneto, Italy","3,244,097",10.0,,,,,,,,,,,,,,,2019-01-01,Active,,,EXPECTA S.R.L.,Roma,193.0,Lazio,,,,,620100.0,24/05/2023,,Attiva,S.R.L.
Geo-Care,Private,"Environmental Engineering, Information Technology",,"Rome, Lazio, Italy","3,631,064",4.0,,,,,,,,,,,,,,,2022-03-09,Active,,,CARE S.R.L.,Torino,10138.0,Piemonte,CORSO FRANCESCO FERRUCCI 77/9,Torino,10138.0,PIEMONTE,620909.0,21/02/2020,,Attiva,S.R.L.
HiveValue,Private,"Management Consulting, Software",1-10,"Milan, Lombardia, Italy","3,086,639",8.0,,,,,,,,,,,,,,,2019-01-01,Active,,20122,HIVE VALUE S.R.L.,Milano,20122.0,Lombardia,,,,,620100.0,27/10/2020,,Attiva,S.R.L.
Deepen,Private,"Apps, Audio, Journalism, Publishing",1-10,"Naples, Campania, Italy","1,507,931",11.0,,,,,,,,,,,,,,,2021-01-01,Active,,80133,DEEPEX S.R.L.,Como,22030.0,Lombardia,,,,,721909.0,26/01/2023,,Attiva,S.R.L.
Alleatech,Private,"Analytics, Consulting, Cyber Security, Document Management, Enterprise Resource Planning (ERP), Information Technology, Mobile Apps, Web Development",51-100,"Lecco, Lombardia, Italy","1,163,159",20.0,,,,,,,,,,,,,,,2020-01-01,Active,$1M to $10M,,VALUETECH SRL,Torino,10121.0,Piemonte,,,,,620100.0,03/12/2020,,Attiva,S.R.L.
Avvino,Private,"E-Commerce, Food and Beverage, Supply Chain Management, Wine And Spirits, Winery",1-10,"Milano, Lombardia, Italy","3,485,161",30.0,,,,,,,,,,,,,,,2021-01-27,Active,Less than $1M,,AVVINO SRL,Milano,20123.0,Lombardia,,,,,855920.0,27/01/2021,,Attiva,S.R.L.
IntelliHearts,Private,"Apps, Developer APIs, Health Care, Health Diagnostics, Home Health Care, Medical, Software, Wearables",1-10,"Bari, Puglia, Italy","1,113,306",15.0,,,,,,,,,,,,"Lorenzo Diomeda, Vincenzo Dentamaro",2.0,,2020-01-01,Active,,,INTELLIGEARTH S.R.L.,Roma,185.0,Lazio,,,,,721909.0,19/07/2023,,Attiva,S.R.L.
Wedelivery,Private,"Apps, Delivery Service, Food Delivery, Pharmaceutical",1-10,"Catania, Sicilia, Italy","2,774,888",7.0,,,,,,,,,,,,,,,2019-05-27,Active,Less than $1M,,TDELIVERY SRL,Napoli,80035.0,Campania,,,,,702201.0,30/11/2021,,Attiva,S.R.L.
TP2,Private,"Finance, FinTech, Funding Platform",1-10,"Naples, Campania, Italy","2,840,553",6.0,,,,,,,,,,,,,,,2020-07-01,Active,,80133,TP2 S.P.A.,Napoli,80143.0,Campania,VIA ROBERTO BRACCO 27/29,Napoli,80133.0,CAMPANIA,620100.0,03/07/2020,,Attiva,S.P.A.
MINER,Private,"Health Care, Health Diagnostics, Personal Health",1-10,"Naples, Campania, Italy","2,796,562",8.0,,,,,,,,,,,,Marco Aiello,1.0,,2018-01-01,Active,,80146,MINER S.R.L.,Napoli,80142.0,Campania,,,,,721100.0,21/09/2018,,Attiva,S.R.L.
BitSong,Private,"Blockchain, Intellectual Property, Music, Music Streaming, Non-Fungible Token (NFT)",1-10,"Vittoria, Sicilia, Italy","464,376",10.0,,,,,,,,,,,,Angelo Recca,1.0,,2022-07-01,Active,,,ITSON S.R.L.,Napoli,80122.0,Campania,,,,,721909.0,04/05/2020,,Attiva,S.R.L.
Yosada,Private,"Consulting, Pharmaceutical, Social Media, Software",11-50,"Rome, Lazio, Italy","876,331",11.0,,,,,,,,,,,,,,,2021-01-01,Active,,184,YOSADA S.R.L.,Roma,184.0,Lazio,,,,,620909.0,19/01/2022,,Attiva,S.R.L.
Bacco Minore,Private,"E-Commerce, Food and Beverage, Retail, Wine And Spirits",1-10,"Monza, Lombardia, Italy","697,536",16.0,,,,,,,,,,,,Rudolf Guenzani,1.0,,2021-01-01,Active,,20875,BACCOMINORE SRL,Monza e della Brianza,20875.0,Lombardia,VIA EDMONDO DE AMICIS 39,Monza e della Brianza,20875.0,LOMBARDIA,620909.0,13/07/2021,,Attiva,S.R.L.
Pin Vision,Private,eSports,1-10,"Torino, Piemonte, Italy","176,248",6.0,,,1.0,1.0,B4i - Bocconi for innovation,33146.0,Pre-Seed,33146.0,33146.0,Seed,1.0,"Luigi Goria, Roberto Chiosa",2.0,,2021-02-16,Active,,,PIN VISION S.R.L.,Torino,10025.0,Piemonte,,,,,620100.0,16/02/2021,,Attiva,S.R.L.
Semplice-Mente,Private,"Business Development, Consulting, Training",1-10,"Lecce, Puglia, Italy","2,674,983",11.0,,,,,,,,,,,,Giorgio Fontana,1.0,,2019-03-25,Active,Less than $1M,73100,SEMPLICE SRL,Brescia,25126.0,Lombardia,,,,,620100.0,16/04/2021,,Attiva,S.R.L.
Cioni Communication,Private,"Advertising, Events, Marketing",1-10,"Milano, Lombardia, Italy","1,695,573",5.0,,,,,,,,,,,,,,,2018-01-01,Active,Less than $1M,20159,CHINA COMMUNICATION S.R.L.,Forlì-Cesena,47521.0,Emilia-Romagna,,,,,639900.0,18/05/2022,,Attiva,S.R.L.
Worldy,Private,"Communities, Tourism, Travel",1-10,"Milano, Lombardia, Italy","853,924",9.0,,,,,,,,,,,,,,,2021-01-01,Active,,20147,WORLDY S.R.L.,Sud Sardegna,9040.0,Sardegna,,,,,620100.0,28/03/2022,,Attiva,S.R.L.
Sinesis Consulting,Private,"Business Development, Consulting, Information Services",1-10,"Milan, Lombardia, Italy","2,919,428",4.0,,,,,,,,,,,,,,,2018-09-27,Active,Less than $1M,,WINE CONSULTING S.R.L.,Roma,46.0,Lazio,,,,,620100.0,14/05/2021,,Attiva,S.R.L.
Hemera,Private,"Biotechnology, Life Science, Therapeutics",1-10,"Verona, Veneto, Italy","315,436",13.0,,,,,,,,,,,,,,,2021-01-01,Active,Less than $1M,37122,GHEMERA SRL,Bergamo,24040.0,Lombardia,,,,,620100.0,24/04/2020,,Attiva,S.R.L.
Mangrovia,Private,"E-Commerce, Sustainability",1-10,"Rome, Lazio, Italy","154,731",1.0,,,2.0,2.0,"IKIGAI, Digital Magics",133857.0,Pre-Seed,26250.0,26250.0,Seed,2.0,,,,2020-01-01,Active,,,MANGROVIA SRL,Roma,124.0,Lazio,VIA EGNA 29,Roma,124.0,LAZIO,479110.0,15/06/2020,,Attiva,S.R.L.
EbikeMood,Private,"Cycling, E-Commerce, Marketplace",,"Brescia, Lombardia, Italy","1,667,988",9.0,,,,,,,,,,,,,,,2021-12-04,Active,Less than $1M,25126,EBIKEMOOD SRL,Brescia,25121.0,Lombardia,VIA GABRIELE ROSA 34,Brescia,25121.0,LOMBARDIA,631200.0,17/03/2021,,Attiva,S.R.L.
Elemento Cloud,Private,"Cloud Computing, Cloud Infrastructure, IT Infrastructure, IT Management, Private Cloud, Sharing Economy, Virtualization",1-10,"Cuneo, Piemonte, Italy","87,930",8.0,,,,,,511084.0,Seed,308594.0,308594.0,Seed,2.0,Gabriele Gaetano Fronzé,1.0,,2021-08-10,Active,Less than $1M,12100,ELEMENTO S.R.L.,Cuneo,12100.0,Piemonte,,,,,721909.0,10/08/2021,,Attiva,S.R.L.
Galact,Private,"E-Commerce, Food and Beverage, Food Processing",1-10,"Rome, Lazio, Italy","3,556,233",9.0,,,,,,,,,,,,,,,2019-01-01,Active,Less than $1M,161,GALACTICA SRL,Pordenone,33085.0,Friuli-Venezia Giulia,,,,,620100.0,04/05/2022,,Attiva,S.R.L.
The Human Collective,Private,"Advertising, Content, Digital Marketing, Social Media, Web Design",11-50,"Padova, Veneto, Italy","2,796,609",18.0,,,,,,,,,,,,,,,2020-01-01,Active,,,THE HUB COLLECTIVE SRL,Brescia,25126.0,Lombardia,,,,,620200.0,09/10/2019,,Attiva,S.R.L.
We'll bee,Private,"Agriculture, AgTech, Information Technology",1-10,"Genova, Liguria, Italy","837,266",7.0,,,1.0,,SocialFare,,Seed,,,Seed,1.0,"Filippo Rossi, Paolo Parodi, Valerio Parodi",3.0,,2020-01-01,Active,,,WE'LL BEE S.R.L.,Savona,17047.0,Liguria,,,,,620100.0,17/12/2019,,Attiva,S.R.L.
ALL INCLOUD,Private,"Business Intelligence, Cloud Computing, Information Technology",1-10,"Catania, Sicilia, Italy","1,442,606",8.0,,,,,,,,,,,,,,,2020-01-01,Active,$1M to $10M,95125,ALLINCLOUD S.R.L.,Catania,95127.0,Sicilia,,,,,620100.0,29/10/2019,,Attiva,S.R.L.
Rabidi Mores,Private,"Retail, Sporting Goods, Sports",1-10,"Brescia, Lombardia, Italy","3,031,608",9.0,,,,,,,,,,,,,,,2021-01-01,Active,,,RABIDI MORES SRL,Brescia,25088.0,Lombardia,,,,,141310.0,21/04/2021,,Attiva,S.R.L.
Orpha Biotech,Private,"Biotechnology, Life Science",1-10,"Maglie, Puglia, Italy","170,862",9.0,,,1.0,,CDP Equity,282567.0,Pre-Seed,282567.0,282567.0,Seed,1.0,,,,2018-01-01,Active,Less than $1M,73024,VI BIOTECH S.R.L.,Vicenza,36100.0,Veneto,,,,,325011.0,19/01/2021,,Attiva,S.R.L.
Midatronics,Private,"Hardware, Internet of Things, Retail",51-100,"Monza, Lombardia, Italy","2,257,803",14.0,,,,,,,,,,,,,,,2018-01-01,Active,,20900,ITRONICS SRL,Trapani,91025.0,Sicilia,,,,,721909.0,01/06/2021,,Attiva,S.R.L.
Mamoo,Private,"Customer Service, Delivery, Food and Beverage, Shipping",1-10,"Florence, Toscana, Italy","3,396,906",8.0,,,,,,,,,,,,,,,2020-01-01,Active,,50124,MAMO S.R.L.,Roma,47.0,Lazio,VIA MAZZAMAGNA 66,Roma,47.0,LAZIO,620100.0,13/07/2021,,Attiva,S.R.L.
GeneS Srl,Private,"Biotechnology, Genetics, Health Care",1-10,"Rome, Lazio, Italy","515,979",12.0,,,,,,,,,,,,Jessica Simoni,1.0,,2019-01-01,Active,,187,GENESY S.R.L.,Ferrara,44121.0,Emilia-Romagna,PIAZZALE ALESSANDRO MANZONI 2,Ferrara,44121.0,EMILIA-ROMAGNA,620100.0,04/01/2019,,Attiva,S.R.L.
Cloudrobe,Private,"Information Technology, Retail Technology, Warehousing",1-10,"Milan, Lombardia, Italy","801,048",3.0,,,1.0,1.0,HATCHER+,,Seed,,,Seed,1.0,,,,2018-01-01,Active,Less than $1M,20124,CLOUDROBE S.R.L.,Milano,20124.0,Lombardia,,,,,631200.0,04/04/2019,,Attiva,S.R.L.
Bitlogis,Private,"Artificial Intelligence (AI), Information Technology, Machine Learning",,"Roma, Lazio, Italy","3,389,785",26.0,,,,,,,,,,,,,,,2019-09-10,Active,Less than $1M,178,BITLOGIS S.R.L.,Roma,178.0,Lazio,,,,,620100.0,25/07/2019,,Attiva,S.R.L.
Enermove,Private,"Electric Vehicle, Electronics, Manufacturing, Wireless",1-10,"Turin, Piemonte, Italy","719,143",16.0,,,,,,,,,,,,"Flavio Cavallo, Paul Guglielmi, Vincenzo Cirimele",3.0,,2019-01-01,Active,,10129,ENERMOVE S.R.L.,Torino,10128.0,Piemonte,,,,,279009.0,21/05/2019,,Attiva,S.R.L.
Partseeker,Private,"Automotive, Image Recognition, Information Services, Internet, Software",1-10,"Milan, Lombardia, Italy","715,310",14.0,,,1.0,,Horizon 2020,,,,,,1.0,Francesco Sforna,1.0,,2022-10-24,Active,,20123,PARTSEEKER S.R.L.,Milano,20123.0,Lombardia,,,,,620100.0,24/10/2022,,Attiva,S.R.L.
Area Società Cooperativa,Private,"Communities, Social",,"Villanuova Sul Clisi, Lombardia, Italy","401,273",9.0,,,1.0,,Opes Impact Fund,,Venture - Series Unknown,,,,1.0,,,,2021-01-01,Active,,,ARGO - SOCIETA' COOPERATIVA,Ascoli Piceno,63066.0,Marche,,,,,721909.0,16/10/2019,,Attiva,S.C.A.R.L.P.A.
Experica,Private,"Automotive, Industrial, Logistics, Retail",51-100,"Padua, Veneto, Italy","1,990,538",11.0,,,,,,,,,,,,,,,2018-01-01,Active,$1M to $10M,35129,EXPERA S.R.L.,Verona,37141.0,Veneto,,,,,620100.0,05/05/2021,,Attiva,S.R.L.
holipay,Private,"Hospitality, Hotel, Travel",1-10,"Bologna, Emilia-Romagna, Italy","1,129,714",16.0,,,,,,,,,,,,,,,2022-01-01,Active,,48015,HOLIPAY SRL,Ravenna,48015.0,Emilia-Romagna,VIALETTO ORTIGARA 7/9,Ravenna,48015.0,EMILIA-ROMAGNA,702209.0,12/03/2021,,Attiva,S.R.L.
Treepli,Private,"Marketplace, Travel",1-10,"Naples, Campania, Italy","119,005",3.0,,,3.0,,"Amazon Web Services, Microsoft for Startups, Intelak Hub",230698.0,Pre-Seed,230698.0,230698.0,Seed,3.0,"Diodato Ferraioli, Francesco Di Gregorio, Giovanni Lotterio, Maurizio Consilvio",4.0,,2021-04-01,Active,,,TREEPLI S.R.L.,Napoli,80123.0,Campania,,,,,631200.0,01/04/2021,,Attiva,S.R.L.
NYMLAB,Private,"Apps, Software, Software Engineering",11-50,"Milan, Lombardia, Italy","284,386",1.0,,,,,,,,,,,,"Antonino Cilluffo, Egidio Casati, Gian Luca Ambrosio",3.0,,2019-01-01,Active,$1M to $10M,20122,NYMLAB S.R.L.,Milano,20122.0,Lombardia,CORSO DI PORTA VITTORIA 47,Milano,20122.0,LOMBARDIA,620100.0,25/06/2019,,Attiva,S.R.L.
Nova Stark,Private,"Artificial Intelligence (AI), Information Technology, Internet of Things, Machinery Manufacturing, Sensor",11-50,"Turin, Piemonte, Italy","2,428,669",14.0,,,,,,,,,,,,"Matthias Arimondo, Stefano Melis",2.0,,2019-01-01,Active,$1M to $10M,10129,NOVA STARK S.R.L.,Torino,10129.0,Piemonte,CORSO CASTELFIDARDO 30/A,Torino,10129.0,PIEMONTE,620200.0,30/01/2020,,Attiva,S.R.L.
IARI,Private,"Artificial Intelligence (AI), Information Technology, Software",11-50,"Padua, Veneto, Italy","2,215,212",14.0,,,,,,,,,,,,,,,2020-05-28,Active,Less than $1M,35127,IARI S.R.L.,Padova,35127.0,Veneto,VIA URUGUAY 53,Padova,35127.0,VENETO,631200.0,28/05/2020,,Attiva,S.R.L.
3DR Additive Manufacturing,Private,"Health Care, Manufacturing, Medical Device",,"Napoli, Campania, Italy","2,874,821",9.0,,,,,,,,,,,,,,,2022-02-16,Active,$100M to $500M,80138,3 DR ADDITIVE MANUFACTURING S.R.L.,Napoli,80138.0,Campania,,,,,620100.0,16/02/2022,,Attiva,S.R.L.
Neurale,Private,"Artificial Intelligence (AI), Cyber Security, Predictive Analytics",1-10,"Rome, Lazio, Italy","115,561",11.0,,,,,,428222.0,Seed,428222.0,428222.0,Seed,1.0,Armando Monaco,1.0,,2022-09-01,Active,,,NEURAL S.R.L.,Messina,98166.0,Sicilia,,,,,620100.0,30/10/2019,,Attiva,S.R.L.
Snelix,Private,"AgTech, Alternative Protein, Food Processing",1-10,"Torchiarolo, Puglia, Italy","84,655",,,,,,,1280028.0,Pre-Seed,498558.0,561749.0,Seed,3.0,"Andrea Catto, Simone De Maria, Ubaldo De Santis",3.0,,2024-07-04,Active,,,ELIX S.R.L.,Caserta,81058.0,Campania,,,,,721909.0,10/03/2022,,Attiva,S.R.L.
PharmaPaint,Private,"Chemical, Health Care, Medical",1-10,"Florence, Toscana, Italy","3,192,714",10.0,,,,,,,,,,,,,,,2021-01-01,Active,,,PHARMAPAINT S.R.L.,Firenze,50131.0,Toscana,,,,,721909.0,04/02/2021,,Attiva,S.R.L.
AppLavoro,Private,"Employment, Recruiting, Web Apps",,"Olbia, Sardegna, Italy","2,534,859",11.0,,,,,,,,,,,,Marco Contemi,1.0,,2021-02-22,Active,,,APPLAVORO S.R.L.,Sassari,7026.0,Sardegna,,,,,631200.0,22/02/2021,,Attiva,S.R.L.
Bone Technology srl,Private,"Electronics, Health Care",1-10,"Milan, Lombardia, Italy","3,612,851",,,,,,,,,,,,,,,,2018-07-19,Active,,20146,IMEMS TECHNOLOGY S.R.L.,Latina,4025.0,Lazio,,,,,265110.0,05/02/2019,,Attiva,S.R.L.
Guidoio,Private,EdTech,11-50,"Venturina, Toscana, Italy","88,232",6.0,,,3.0,1.0,"360 Capital, Growth Engine, Vesper Holding",749595.0,Pre-Seed,749595.0,749595.0,Seed,1.0,,,,2022-01-01,Active,,57021,GUIDOIO S.R.L.,Livorno,57021.0,Toscana,,,,,620100.0,04/10/2022,,Attiva,S.R.L.
Impact,Private,"Business Development, Professional Services, Public Relations",101-250,"Rome, Lazio, Italy","3,145,361",10.0,,,,,,,,,,,,Pierluigi Sassi,1.0,,2021-11-04,Active,,187,DATA FOR IMPACT SRL,Roma,187.0,Lazio,,,,,620100.0,10/08/2020,,In liquidazione,S.R.L.
PestAdvisor,Private,"Apps, Food and Beverage, Mobile Apps",1-10,"Lecce, Puglia, Italy","3,037,024",11.0,,,,,,,,,,,,,,,2019-01-01,Active,,73100,PESTADVISOR S.R.L.,Lecce,73100.0,Puglia,VIA ARTURO MARIA CAPRIOLI 10,Lecce,73100.0,PUGLIA,620100.0,29/05/2019,,Attiva,S.R.L.
fabricators,Private,"Apps, Consulting, Information Technology, Professional Services, Software, Software Engineering, Web Design",1-10,"Brescia, Lombardia, Italy","1,734,410",13.0,,,,,,,,,,,,"Mirko Brombin, Pietro di Caprio",2.0,,2021-05-07,Active,,,FABRICATORS S.R.L.,Brescia,25020.0,Lombardia,,,,,620100.0,02/03/2021,,Attiva,S.R.L.
Bovesi And Partners,Private,"Advice, Law Enforcement, Legal",11-50,"Imola, Emilia-Romagna, Italy","2,549,759",15.0,,,,,,,,,,,,,,,2018-01-01,Active,,40026,NELS & PARTNERS S.R.L.,Milano,20122.0,Lombardia,,,,,702209.0,29/09/2022,,Attiva,S.R.L.
